dataset,layer1,layer2,n_models,bounds,size_in_bytes,mean_interval,median_interval,stdev_interval,min_interval,max_interval
osm_cellids_200M_uint64,cubic_spline,linear_regression,2048,lind,65584,1.26523e+06,423327,2.36457e+06,1,11133602
osm_cellids_200M_uint64,linear_regression,linear_spline,2048,gabs,32808,8.75295e+06,8828969,451942,4414485,8828969
osm_cellids_200M_uint64,linear_regression,linear_spline,2048,gind,32816,6.12226e+06,6157928,271471,1743444,6157928
osm_cellids_200M_uint64,linear_regression,linear_spline,2048,labs,49184,1.11898e+06,577839,1.79811e+06,1,8828969
osm_cellids_200M_uint64,linear_regression,linear_spline,2048,lind,65568,622961,323811,905115,1,4417053
osm_cellids_200M_uint64,linear_regression,linear_regression,2048,gabs,32808,1.62736e+07,16617433,1.33203e+06,8308717,16617433
osm_cellids_200M_uint64,linear_regression,linear_regression,2048,gind,32816,9.47556e+06,9651918,963727,1508984,9651918
osm_cellids_200M_uint64,linear_regression,linear_regression,2048,labs,49184,1.23374e+06,445829,3.11297e+06,1,16617433
osm_cellids_200M_uint64,linear_regression,linear_regression,2048,lind,65568,863435,357671,1.81799e+06,1,9610574
osm_cellids_200M_uint64,radix,linear_spline,2048,gabs,32800,1.13106e+07,11475395,773969,5737698,11475395
osm_cellids_200M_uint64,radix,linear_spline,2048,gind,32808,8.20927e+06,8307885,576812,2570188,8307885
osm_cellids_200M_uint64,radix,linear_spline,2048,labs,49176,1.84266e+06,746757,2.65937e+06,1,11475395
osm_cellids_200M_uint64,radix,linear_spline,2048,lind,65560,1.05434e+06,462805,1.36364e+06,1,5828479
osm_cellids_200M_uint64,radix,linear_regression,2048,gabs,32800,6.68297e+06,6739893,352973,3369947,6739893
osm_cellids_200M_uint64,radix,linear_regression,2048,gind,32808,6.02851e+06,6075326,307554,2705380,6075326
osm_cellids_200M_uint64,radix,linear_regression,2048,labs,49176,1.4253e+06,613845,1.75388e+06,1,6739893
osm_cellids_200M_uint64,radix,linear_regression,2048,lind,65560,1.17447e+06,514974,1.46929e+06,1,6075326
osm_cellids_200M_uint64,linear_spline,linear_spline,4096,gabs,65576,3.26397e+06,3277149,119814,1638575,3277149
osm_cellids_200M_uint64,linear_spline,linear_spline,4096,gind,65584,2.86315e+06,2873457,101086,1234883,2873457
osm_cellids_200M_uint64,linear_spline,linear_spline,4096,labs,98336,629000,372791,813674,1,3277149
osm_cellids_200M_uint64,linear_spline,linear_spline,4096,lind,131104,433645,211093,646286,1,2873457
osm_cellids_200M_uint64,linear_spline,linear_regression,4096,gabs,65576,6.2205e+06,6269675,316638,3134838,6269675
osm_cellids_200M_uint64,linear_spline,linear_regression,4096,gind,65584,4.29101e+06,4319125,230897,1184288,4319125
osm_cellids_200M_uint64,linear_spline,linear_regression,4096,labs,98336,531952,309617,740048,1,6269675
osm_cellids_200M_uint64,linear_spline,linear_regression,4096,lind,131104,454573,255435,633379,1,3198111
osm_cellids_200M_uint64,cubic_spline,linear_spline,4096,gabs,65592,3.21274e+06,3225413,118566,1612707,3225413
osm_cellids_200M_uint64,cubic_spline,linear_spline,4096,gind,65600,2.85312e+06,2863179,101986,1250473,2863179
osm_cellids_200M_uint64,cubic_spline,linear_spline,4096,labs,98352,653883,366691,802188,1,3225413
osm_cellids_200M_uint64,cubic_spline,linear_spline,4096,lind,131120,461902,219223,650826,1,2863179
osm_cellids_200M_uint64,cubic_spline,linear_regression,4096,gabs,65592,3.18034e+06,3193139,115751,1596570,3193139
osm_cellids_200M_uint64,cubic_spline,linear_regression,4096,gind,65600,3.03898e+06,3050698,108474,1454129,3050698
osm_cellids_200M_uint64,cubic_spline,linear_regression,4096,labs,98352,582412,302757,742072,1,3193139
osm_cellids_200M_uint64,cubic_spline,linear_regression,4096,lind,131120,502943,255293,686011,1,2874397
osm_cellids_200M_uint64,linear_regression,linear_spline,4096,gabs,65576,4.93272e+06,4955215,196598,2477608,4955215
osm_cellids_200M_uint64,linear_regression,linear_spline,4096,gind,65584,4.10253e+06,4116463,141832,1638856,4116463
osm_cellids_200M_uint64,linear_regression,linear_spline,4096,labs,98336,643278,282703,1.00492e+06,1,4955215
osm_cellids_200M_uint64,linear_regression,linear_spline,4096,lind,131104,386753,188455,605819,1,2667881
osm_cellids_200M_uint64,linear_regression,linear_regression,4096,gabs,65576,4.96006e+06,4985743,211545,2492872,4985743
osm_cellids_200M_uint64,linear_regression,linear_regression,4096,gind,65584,3.78909e+06,3808267,170993,1480937,3808267
osm_cellids_200M_uint64,linear_regression,linear_regression,4096,labs,98336,559675,250149,1.00534e+06,1,4985743
osm_cellids_200M_uint64,linear_regression,linear_regression,4096,lind,131104,441259,212494,710768,1,3247472
osm_cellids_200M_uint64,radix,linear_spline,4096,gabs,65568,7.12794e+06,7192853,388956,3596427,7192853
osm_cellids_200M_uint64,radix,linear_spline,4096,gind,65576,5.28132e+06,5321247,290623,1724821,5321247
osm_cellids_200M_uint64,radix,linear_spline,4096,labs,98328,990374,416855,1.57138e+06,1,7192853
osm_cellids_200M_uint64,radix,linear_spline,4096,lind,131096,567216,263687,830723,1,3817127
osm_cellids_200M_uint64,radix,linear_regression,4096,gabs,65568,9.25291e+06,9362609,574221,4681305,9362609
osm_cellids_200M_uint64,radix,linear_regression,4096,gind,65576,6.04522e+06,6105191,414721,1423887,6105191
osm_cellids_200M_uint64,radix,linear_regression,4096,labs,98328,1.02372e+06,344575,2.02323e+06,1,9362609
osm_cellids_200M_uint64,radix,linear_regression,4096,lind,131096,742329,289333,1.29452e+06,1,6014352
osm_cellids_200M_uint64,linear_spline,linear_spline,8192,gabs,131112,3.12617e+06,3138413,112600,1569207,3138413
osm_cellids_200M_uint64,linear_spline,linear_spline,8192,gind,131120,2.49745e+06,2505802,87936.5,936596,2505802
osm_cellids_200M_uint64,linear_spline,linear_spline,8192,labs,196640,405764,184337,608007,1,3138413
osm_cellids_200M_uint64,linear_spline,linear_spline,8192,lind,262176,259166,110188,434796,1,2448769
osm_cellids_200M_uint64,linear_spline,linear_regression,8192,gabs,131112,5.43115e+06,5468523,258335,2734262,5468523
osm_cellids_200M_uint64,linear_spline,linear_regression,8192,gind,131120,4.88879e+06,4919412,224759,2185151,4919412
osm_cellids_200M_uint64,linear_spline,linear_regression,8192,labs,196640,426626,151427,952794,1,5468523
osm_cellids_200M_uint64,linear_spline,linear_regression,8192,lind,262176,316252,121924,618963,1,3529865
osm_cellids_200M_uint64,cubic_spline,linear_spline,8192,gabs,131128,3.47372e+06,3488747,132495,1744374,3488747
osm_cellids_200M_uint64,cubic_spline,linear_spline,8192,gind,131136,3.04046e+06,3052240,112490,1307867,3052240
osm_cellids_200M_uint64,cubic_spline,linear_spline,8192,labs,196656,426190,179799,702241,1,3488747
osm_cellids_200M_uint64,cubic_spline,linear_spline,8192,lind,262192,263753,108336,420900,1,2239083
osm_cellids_200M_uint64,cubic_spline,linear_regression,8192,gabs,131128,6.22055e+06,6269675,316621,3134838,6269675
osm_cellids_200M_uint64,cubic_spline,linear_regression,8192,gind,131136,5.37229e+06,5409790,263695,2274953,5409790
osm_cellids_200M_uint64,cubic_spline,linear_regression,8192,labs,196656,491473,153969,1.08305e+06,1,6269675
osm_cellids_200M_uint64,cubic_spline,linear_regression,8192,lind,262192,332825,121436,622442,1,3198111
osm_cellids_200M_uint64,linear_regression,linear_spline,8192,gabs,131112,4.93273e+06,4955229,196152,2477615,4955229
osm_cellids_200M_uint64,linear_regression,linear_spline,8192,gind,131120,4.00805e+06,4021120,137094,1543506,4021120
osm_cellids_200M_uint64,linear_regression,linear_spline,8192,labs,196640,409942,146005,825782,1,4955229
osm_cellids_200M_uint64,linear_regression,linear_spline,8192,lind,262176,234675,86989,419194,1,2526351
osm_cellids_200M_uint64,linear_regression,linear_regression,8192,gabs,131112,4.32389e+06,4343769,174650,2171885,4343769
osm_cellids_200M_uint64,linear_regression,linear_regression,8192,gind,131120,4.00856e+06,4025243,155420,1853359,4025243
osm_cellids_200M_uint64,linear_regression,linear_regression,8192,labs,196640,340641,120335,640061,1,4343769
osm_cellids_200M_uint64,linear_regression,linear_regression,8192,lind,262176,269177,101118,486800,1,2574675
osm_cellids_200M_uint64,radix,linear_spline,8192,gabs,131104,4.57738e+06,4603883,200230,2301942,4603883
osm_cellids_200M_uint64,radix,linear_spline,8192,gind,131112,3.37022e+06,3386454,149775,1084513,3386454
osm_cellids_200M_uint64,radix,linear_spline,8192,labs,196632,527454,232789,931249,1,4603883
osm_cellids_200M_uint64,radix,linear_spline,8192,lind,262168,320769,159708,476391,1,2302922
osm_cellids_200M_uint64,radix,linear_regression,8192,gabs,131104,6.22054e+06,6269675,316648,3134838,6269675
osm_cellids_200M_uint64,radix,linear_regression,8192,gind,131112,4.13103e+06,4158214,228877,1023377,4158214
osm_cellids_200M_uint64,radix,linear_regression,8192,labs,196632,375846,186329,555703,1,6269675
osm_cellids_200M_uint64,radix,linear_regression,8192,lind,262168,323896,163072,483519,1,3198111
osm_cellids_200M_uint64,linear_spline,linear_spline,16384,gabs,262184,2.57506e+06,2583407,84500.3,1291704,2583407
osm_cellids_200M_uint64,linear_spline,linear_spline,16384,gind,262192,1.99266e+06,1998089,64420.1,706386,1998089
osm_cellids_200M_uint64,linear_spline,linear_spline,16384,labs,393248,248387,101001,434699,1,2583407
osm_cellids_200M_uint64,linear_spline,linear_spline,16384,lind,524320,141199,60735,225326,1,1298122
osm_cellids_200M_uint64,linear_spline,linear_regression,16384,gabs,262184,2.93611e+06,2946961,102685,1473481,2946961
osm_cellids_200M_uint64,linear_spline,linear_regression,16384,gind,262192,2.39929e+06,2406896,81413.5,933416,2406896
osm_cellids_200M_uint64,linear_spline,linear_regression,16384,labs,393248,230496,82423,471040,1,2946961
osm_cellids_200M_uint64,linear_spline,linear_regression,16384,lind,524320,171496,67401,306070,1,1970658
osm_cellids_200M_uint64,cubic_spline,linear_spline,16384,gabs,262200,1.56544e+06,1568647,42231.7,784324,1568647
osm_cellids_200M_uint64,cubic_spline,linear_spline,16384,gind,262208,1.35873e+06,1361258,36245.2,576935,1361258
osm_cellids_200M_uint64,cubic_spline,linear_spline,16384,labs,393264,209127,97997,293159,1,1568647
osm_cellids_200M_uint64,cubic_spline,linear_spline,16384,lind,524336,131983,62059,175782,1,892635
osm_cellids_200M_uint64,cubic_spline,linear_regression,16384,gabs,262200,2.20413e+06,2210243,66790.2,1105122,2210243
osm_cellids_200M_uint64,cubic_spline,linear_regression,16384,gind,262208,2.01309e+06,2018230,59073.5,913109,2018230
osm_cellids_200M_uint64,cubic_spline,linear_regression,16384,labs,393264,181850,82717,264395,1,2210243
osm_cellids_200M_uint64,cubic_spline,linear_regression,16384,lind,524336,143904,68209,196994,1,1784754
osm_cellids_200M_uint64,linear_regression,linear_spline,16384,gabs,262184,4.93265e+06,4955123,196144,2477562,4955123
osm_cellids_200M_uint64,linear_regression,linear_spline,16384,gind,262192,3.45675e+06,3466297,117909,988736,3466297
osm_cellids_200M_uint64,linear_regression,linear_spline,16384,labs,393248,273756,77345,702325,1,4955123
osm_cellids_200M_uint64,linear_regression,linear_spline,16384,lind,524320,149262,48499,348741,1,2526302
osm_cellids_200M_uint64,linear_regression,linear_regression,16384,gabs,262184,2.83727e+06,2846523,96694.5,1423262,2846523
osm_cellids_200M_uint64,linear_regression,linear_regression,16384,gind,262192,2.67509e+06,2683245,88868.3,1259984,2683245
osm_cellids_200M_uint64,linear_regression,linear_regression,16384,labs,393248,213218,63613,473487,1,2846523
osm_cellids_200M_uint64,linear_regression,linear_regression,16384,lind,524320,170921,54717,388044,1,2574460
osm_cellids_200M_uint64,radix,linear_spline,16384,gabs,262176,2.85109e+06,2861403,98605.9,1430702,2861403
osm_cellids_200M_uint64,radix,linear_spline,16384,gind,262184,2.24286e+06,2249715,76154.2,819014,2249715
osm_cellids_200M_uint64,radix,linear_spline,16384,labs,393240,306368,128455,518174,1,2861403
osm_cellids_200M_uint64,radix,linear_spline,16384,lind,524312,179024,78678,284947,1,1553930
osm_cellids_200M_uint64,radix,linear_regression,16384,gabs,262176,4.69164e+06,4719481,207420,2359741,4719481
osm_cellids_200M_uint64,radix,linear_regression,16384,gind,262184,3.62869e+06,3646751,158508,1287016,3646751
osm_cellids_200M_uint64,radix,linear_regression,16384,labs,393240,248267,106473,424347,1,4719481
osm_cellids_200M_uint64,radix,linear_regression,16384,lind,524312,201158,85281,324654,1,2774838
osm_cellids_200M_uint64,linear_spline,linear_spline,32768,gabs,524328,1.73922e+06,1743025,46822.4,871513,1743025
osm_cellids_200M_uint64,linear_spline,linear_spline,32768,gind,524336,1.16788e+06,1170005,33733.9,298493,1170005
osm_cellids_200M_uint64,linear_spline,linear_spline,32768,labs,786464,120967,51789,195852,1,1743025
osm_cellids_200M_uint64,linear_spline,linear_spline,32768,lind,1048608,72928.6,32795,110515,1,871638
osm_cellids_200M_uint64,linear_spline,linear_regression,32768,gabs,524328,2.42474e+06,2432129,77067.1,1216065,2432129
osm_cellids_200M_uint64,linear_spline,linear_regression,32768,gind,524336,2.24579e+06,2252171,69353.3,1036107,2252171
osm_cellids_200M_uint64,linear_spline,linear_regression,32768,labs,786464,116088,43441,251192,1,2432129
osm_cellids_200M_uint64,linear_spline,linear_regression,32768,lind,1048608,88875.5,35023,166746,1,1554080
osm_cellids_200M_uint64,cubic_spline,linear_spline,32768,gabs,524344,1.51019e+06,1513169,39852.9,756585,1513169
osm_cellids_200M_uint64,cubic_spline,linear_spline,32768,gind,524352,1.26524e+06,1267469,33149.3,510885,1267469
osm_cellids_200M_uint64,cubic_spline,linear_spline,32768,labs,786480,131439,54081,213220,1,1513169
osm_cellids_200M_uint64,cubic_spline,linear_spline,32768,lind,1048624,76805.9,34147,113154,1,756587
osm_cellids_200M_uint64,cubic_spline,linear_regression,32768,gabs,524344,1.92761e+06,1932277,54612.3,966139,1932277
osm_cellids_200M_uint64,cubic_spline,linear_regression,32768,gind,524352,1.74162e+06,1745470,47701.5,779332,1745470
osm_cellids_200M_uint64,cubic_spline,linear_regression,32768,labs,786480,122029,44459,250364,1,1932277
osm_cellids_200M_uint64,cubic_spline,linear_regression,32768,lind,1048624,91556.7,37294,157238,1,1121397
osm_cellids_200M_uint64,linear_regression,linear_spline,32768,gabs,524328,4.9325e+06,4954953,196006,2477477,4954953
osm_cellids_200M_uint64,linear_regression,linear_spline,32768,gind,524336,3.20475e+06,3213201,113015,735725,3213201
osm_cellids_200M_uint64,linear_regression,linear_spline,32768,labs,786464,183505,41127,658601,1,4954953
osm_cellids_200M_uint64,linear_regression,linear_spline,32768,lind,1048608,98855.7,26275,325209,1,2526225
osm_cellids_200M_uint64,linear_regression,linear_regression,32768,gabs,524328,3.60497e+06,3619359,135339,1809680,3619359
osm_cellids_200M_uint64,linear_regression,linear_regression,32768,gind,524336,3.05973e+06,3069900,108987,1260221,3069900
osm_cellids_200M_uint64,linear_regression,linear_regression,32768,labs,786464,146469,33859,448628,1,3619359
osm_cellids_200M_uint64,linear_regression,linear_regression,32768,lind,1048608,118949,27991,368745,1,2574504
osm_cellids_200M_uint64,radix,linear_spline,32768,gabs,524320,1.3615e+06,1363819,32396.7,681910,1363819
osm_cellids_200M_uint64,radix,linear_spline,32768,gind,524328,1.35331e+06,1355596,32105,673687,1355596
osm_cellids_200M_uint64,radix,linear_spline,32768,labs,786456,147513,66997,219989,1,1363819
osm_cellids_200M_uint64,radix,linear_spline,32768,lind,1048600,92587.5,43851,133651,1,942383
osm_cellids_200M_uint64,radix,linear_regression,32768,gabs,524320,1.96904e+06,1973909,56393.5,986955,1973909
osm_cellids_200M_uint64,radix,linear_regression,32768,gind,524328,1.46015e+06,1463157,42103.4,476203,1463157
osm_cellids_200M_uint64,radix,linear_regression,32768,labs,786456,118506,53775,178152,1,1973909
osm_cellids_200M_uint64,radix,linear_regression,32768,lind,1048600,99267.4,46275,143745,1,1463157
osm_cellids_200M_uint64,linear_spline,linear_spline,65536,gabs,1048616,785137,785901,14113.4,392951,785901
osm_cellids_200M_uint64,linear_spline,linear_spline,65536,gind,1048624,721246,721895,12552.1,328945,721895
osm_cellids_200M_uint64,linear_spline,linear_spline,65536,labs,1572896,68295.7,28127,109520,1,785901
osm_cellids_200M_uint64,linear_spline,linear_spline,65536,lind,2097184,42898.3,18037,68702.9,1,499332
osm_cellids_200M_uint64,linear_spline,linear_regression,65536,gabs,1048616,1.95533e+06,1960137,55808.9,980069,1960137
osm_cellids_200M_uint64,linear_spline,linear_regression,65536,gind,1048624,1.46927e+06,1472275,41935.8,492207,1472275
osm_cellids_200M_uint64,linear_spline,linear_regression,65536,labs,1572896,66570.6,23067,144393,1,1960137
osm_cellids_200M_uint64,linear_spline,linear_regression,65536,lind,2097184,51140.4,19192,94869.5,1,1019673
osm_cellids_200M_uint64,cubic_spline,linear_spline,65536,gabs,1048632,940130,941289,19021.9,470645,941289
osm_cellids_200M_uint64,cubic_spline,linear_spline,65536,gind,1048640,855644,856621,16858.7,385977,856621
osm_cellids_200M_uint64,cubic_spline,linear_spline,65536,labs,1572912,71525.1,29747,109176,1,941289
osm_cellids_200M_uint64,cubic_spline,linear_spline,65536,lind,2097200,43606.4,18962,63404.6,1,470646
osm_cellids_200M_uint64,cubic_spline,linear_regression,65536,gabs,1048632,2.8753e+06,2885713,99510.8,1442857,2885713
osm_cellids_200M_uint64,cubic_spline,linear_regression,65536,gind,1048640,2.18137e+06,2187962,75171.3,745106,2187962
osm_cellids_200M_uint64,cubic_spline,linear_regression,65536,labs,1572912,69960,23239,195606,1,2885713
osm_cellids_200M_uint64,cubic_spline,linear_regression,65536,lind,2097200,53165.7,20121,111849,1,1489389
osm_cellids_200M_uint64,linear_regression,linear_spline,65536,gabs,1048616,4.9327e+06,4955145,195961,2477573,4955145
osm_cellids_200M_uint64,linear_regression,linear_spline,65536,gind,1048624,2.75391e+06,2761096,108870,283524,2761096
osm_cellids_200M_uint64,linear_regression,linear_spline,65536,labs,1572896,146507,22699,650729,1,4955145
osm_cellids_200M_uint64,linear_regression,linear_spline,65536,lind,2097184,77241.6,14110,320831,1,2526312
osm_cellids_200M_uint64,linear_regression,linear_regression,65536,gabs,1048616,2.62056e+06,2628501,86598.1,1314251,2628501
osm_cellids_200M_uint64,linear_regression,linear_regression,65536,gind,1048624,2.56691e+06,2574512,84007.8,1260262,2574512
osm_cellids_200M_uint64,linear_regression,linear_regression,65536,labs,1572896,97740.1,17731,351578,1,2628501
osm_cellids_200M_uint64,linear_regression,linear_regression,65536,lind,2097184,86398.7,15072,339587,1,2574512
osm_cellids_200M_uint64,radix,linear_spline,65536,gabs,1048608,1.30413e+06,1306277,30462.5,653139,1306277
osm_cellids_200M_uint64,radix,linear_spline,65536,gind,1048616,1.05183e+06,1053298,23925.4,400160,1053298
